date,ew_7d_test,ew_7d_pred,ew_30d_test,ew_30d_pred,ew_180d_test,ew_180d_pred,ew_365d_test,ew_365d_pred
2019-09-14 00:00:00+00:00,0.0182687462376045,0.0182687462376045,0.0182687462376045,0.0182687462376045,0.0182687462376045,0.0182687462376045,0.0182687462376045,0.0182687462376045
2019-09-15 00:00:00+00:00,0.040992678808862204,0.040992678808862204,0.040992678808862204,0.040992678808862204,0.040992678808862204,0.040992678808862204,0.040992678808862204,0.040992678808862204
2019-09-16 00:00:00+00:00,0.034927579960106606,0.0470577776576178,0.034927579960106606,0.0470577776576178,0.034927579960106606,0.0470577776576178,0.034927579960106606,0.0470577776576178
2019-09-17 00:00:00+00:00,0.0659450453781137,0.0780752430756249,0.0659450453781137,0.0780752430756249,0.0659450453781137,0.0780752430756249,0.0659450453781137,0.0780752430756249
2019-09-18 00:00:00+00:00,0.10414972192109209,0.11627991961860329,0.10414972192109209,0.11627991961860329,0.10414972192109209,0.11627991961860329,0.10414972192109209,0.11627991961860329
2019-09-19 00:00:00+00:00,0.09171809799545899,0.1287115435442364,0.09171809799545899,0.1287115435442364,0.09171809799545899,0.1287115435442364,0.09171809799545899,0.1287115435442364
2019-09-20 00:00:00+00:00,0.1112735369506184,0.1482669824993958,0.1112735369506184,0.1482669824993958,0.1112735369506184,0.1482669824993958,0.1112735369506184,0.1482669824993958
2019-09-21 00:00:00+00:00,0.1057509083473653,0.15378961110264888,0.1057509083473653,0.15378961110264888,0.1057509083473653,0.15378961110264888,0.1057509083473653,0.15378961110264888
2019-09-22 00:00:00+00:00,0.1003479569183271,0.1591925625316871,0.1003479569183271,0.1591925625316871,0.1003479569183271,0.1591925625316871,0.1003479569183271,0.1591925625316871
2019-09-23 00:00:00+00:00,0.080174958967614,0.17936556048240018,0.080174958967614,0.17936556048240018,0.080174958967614,0.17936556048240018,0.080174958967614,0.17936556048240018
2019-09-24 00:00:00+00:00,0.018191489233170495,0.24134903021684367,0.018191489233170495,0.24134903021684367,0.018191489233170495,0.24134903021684367,0.018191489233170495,0.24134903021684367
2019-09-25 00:00:00+00:00,-0.09104207699979872,0.3505825964498129,-0.09104207699979872,0.3505825964498129,-0.09104207699979872,0.3505825964498129,-0.09104207699979872,0.3505825964498129
2019-09-26 00:00:00+00:00,-0.09119036619832721,0.3507308856483414,-0.09119036619832721,0.3504343072512844,-0.09119036619832721,0.3504343072512844,-0.09119036619832721,0.3504343072512844
2019-09-27 00:00:00+00:00,-0.09964954893257541,0.3591900683825896,-0.09964954893257541,0.3588934899855326,-0.09964954893257541,0.3588934899855326,-0.09964954893257541,0.3588934899855326
2019-09-28 00:00:00+00:00,-0.05883287872203541,0.40000673859312963,-0.05883287872203541,0.39971016019607264,-0.05883287872203541,0.39971016019607264,-0.05883287872203541,0.39971016019607264
2019-09-29 00:00:00+00:00,-0.07043694806635861,0.4116108079374528,-0.07043694806635861,0.4113142295403958,-0.07043694806635861,0.4113142295403958,-0.07043694806635861,0.4113142295403958
2019-09-30 00:00:00+00:00,-0.05206087045920742,0.429986885544604,-0.05206087045920742,0.429690307147547,-0.05206087045920742,0.429690307147547,-0.05206087045920742,0.429690307147547
2019-10-01 00:00:00+00:00,-0.038060328313887615,0.44398742768992383,-0.038060328313887615,0.44369084929286684,-0.038060328313887615,0.44369084929286684,-0.038060328313887615,0.44369084929286684
2019-10-02 00:00:00+00:00,-0.06591601492184392,0.4718431142978801,-0.06591601492184392,0.4715465359008231,-0.06591601492184392,0.4715465359008231,-0.06591601492184392,0.4715465359008231
2019-10-03 00:00:00+00:00,-0.046232067000033315,0.4915270622196907,-0.046232067000033315,0.49123048382263373,-0.046232067000033315,0.49123048382263373,-0.046232067000033315,0.49123048382263373
2019-10-04 00:00:00+00:00,-0.04600644321679172,0.49130143843644913,-0.04600644321679172,0.4914561076058753,-0.04600644321679172,0.4914561076058753,-0.04600644321679172,0.4914561076058753
2019-10-05 00:00:00+00:00,-0.03692298593538881,0.500384895717852,-0.03692298593538881,0.5005395648872782,-0.03692298593538881,0.5005395648872782,-0.03692298593538881,0.5005395648872782
2019-10-06 00:00:00+00:00,-0.04163189538749332,0.5050938051699565,-0.04163189538749332,0.49583065543517374,-0.04163189538749332,0.5052484743393827,-0.04163189538749332,0.5052484743393827
2019-10-07 00:00:00+00:00,-0.017526430420850416,0.5291992701365994,-0.017526430420850416,0.5199361204018167,-0.017526430420850416,0.5293539393060256,-0.017526430420850416,0.5293539393060256
2019-10-08 00:00:00+00:00,0.01778313232587678,0.5645088328833265,0.01778313232587678,0.555245683148544,0.01778313232587678,0.5646635020527528,0.01778313232587678,0.5646635020527528
2019-10-09 00:00:00+00:00,0.04377909827344498,0.5905047988308947,0.04377909827344498,0.5812416490961121,0.04377909827344498,0.590659468000321,0.04377909827344498,0.590659468000321
2019-10-10 00:00:00+00:00,0.06693914978553098,0.6136648503429807,0.06693914978553098,0.6044017006081981,0.06693914978553098,0.613819519512407,0.06693914978553098,0.613819519512407
2019-10-11 00:00:00+00:00,0.06159757850803898,0.6190064216204727,0.06159757850803898,0.6097432718856901,0.06159757850803898,0.619161090789899,0.06159757850803898,0.619161090789899
2019-10-12 00:00:00+00:00,0.05416770508506508,0.6264362950434466,0.05416770508506508,0.617173145308664,0.05416770508506508,0.6265909642128729,0.05416770508506508,0.6265909642128729
2019-10-13 00:00:00+00:00,0.06538317488589837,0.6376517648442799,0.06538317488589837,0.6283886151094973,0.06538317488589837,0.6378064340137062,0.06538317488589837,0.6378064340137062
2019-10-14 00:00:00+00:00,0.07833018044120647,0.650598770399588,0.07833018044120647,0.6413356206648054,0.07833018044120647,0.6507534395690143,0.07833018044120647,0.6507534395690143
2019-10-15 00:00:00+00:00,0.08118014203264567,0.6477488088081488,0.08118014203264567,0.6441855822562447,0.08118014203264567,0.6536034011604536,0.08118014203264567,0.6536034011604536
2019-10-16 00:00:00+00:00,0.06966379496756388,0.6592651558732305,0.06966379496756388,0.6557019293213264,0.06966379496756388,0.6651197482255353,0.06966379496756388,0.6651197482255353
2019-10-17 00:00:00+00:00,0.08829606062888458,0.6778974215345512,0.08829606062888458,0.6743341949826471,0.08829606062888458,0.683752013886856,0.08829606062888458,0.683752013886856
